list_month,price_reduced_amount,postal_code,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,garage,stories,beds,basement,basketball_court,beach,beautiful_backyard,big_bathroom,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_boat_facilities,community_center,community_clubhouse,community_golf,community_gym,community_outdoor_space,community_park,community_security_features,community_spa_or_hot_tub,community_swimming_pool,community_tennis_court,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,elevator,energy_efficient,ensuite,exposed_brick,family_room,farm,fenced_yard,fireplace,fixer_upper,floor_plan,forced_air,front_porch,fruit_trees,garage_1_or_more,garage_2_or_more,garage_3_or_more,gated_community,golf_course,gourmet_kitchen,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,hoa,investment_opportunity,jack_and_jill_bathroom,lake,large_kitchen,laundry_room,library,maintenance,marina,master_bedroom,master_suite,medicalcare,modern_kitchen,mountain_view,new_roof,no_hoa,open_floor_plan,open_house,open_kitchen,outbuilding,park,pets_allowed,playground,private_backyard,private_bathroom,ranch,recreation_facilities,rental_property,river_view,rv_or_boat_parking,security,senior_community,shopping,single_story,smart_homes,solar_system,spa_or_hot_tub,storm_shelter,swimming_pool,tennis,trails,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,washer_dryer,water_view,waterfront,wooded_land,agent,mls,has_primary_photo,median_age,average_household_size,costoflivingindex2023,costoflivingindexgrocerycostsindex,costoflivingindexhousingcostsindex,costoflivingindexutilitycostsindex,cost_of_living_overall,cost_of_living_grocery,cost_of_living_utility,cost_of_living_housing,Mean,Median,Stdev,american_indian_and_alaska_native_category,asian_category,black_or_african-american_category,hispanic_or_latino_category,white_category,male_population_category,female_population_category,total_population_category,number_of_veterans_category,foreign-born_category,type_apartment,type_condo,type_condo_townhome_rowhome_coop,type_condos,type_duplex_triplex,type_land,type_mobile,type_multi_family,type_other,type_single_family,type_townhomes,Region_Midwest,Region_Northeast,Region_South,Region_West,Division_East North Central,Division_East South Central,Division_Middle Atlantic,Division_Mountain,Division_New England,Division_Pacific,Division_South Atlantic,Division_West North Central,Division_West South Central
8,5000.0,6120,1982.0,0.0,235000.0,1.0,1.0,8276.0,1374.0,2.0,0.0,0.0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,46079.25,37687.25,37739.25,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
12,0.0,6105,1965.0,0.0,69750.0,1.0,0.0,,650.0,1.0,0.0,10.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,35502.666666666664,28513.666666666668,30022.666666666668,2,1,2,2,1,1,1,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,400.0,6105,1875.0,0.0,202000.0,2.0,0.0,,1379.0,2.0,1.0,2.0,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,35502.666666666664,28513.666666666668,30022.666666666668,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
10,4900.0,6112,1917.0,0.0,225000.0,2.0,0.0,5663.0,1167.0,2.0,1.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
9,9000.0,6112,1900.0,0.0,345000.0,3.0,0.0,6098.0,3238.0,3.0,0.0,0.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4,5000.0,6112,1923.0,0.0,259900.0,2.0,1.0,9583.0,1684.0,3.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,10000.0,6106,1880.0,0.0,230000.0,1.0,0.0,,1102.0,1.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,37395.2,30809.0,32636.6,2,1,2,2,1,1,1,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,0.0,6112,1957.0,0.0,350000.0,2.0,0.0,7405.0,3006.0,2.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
12,0.0,6114,1927.0,0.0,282000.0,2.0,0.0,6098.0,2654.0,2.0,2.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
6,24000.0,6114,1900.0,0.0,542500.0,6.0,0.0,8712.0,5553.0,6.0,0.0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7,0.0,6114,1929.0,0.0,450000.0,3.0,0.0,7405.0,3834.0,3.0,3.0,0.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
6,0.0,6112,1950.0,0.0,215000.0,1.0,0.0,8712.0,1540.0,1.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,0.0,6105,1910.0,0.0,362500.0,2.0,0.0,7405.0,4592.0,2.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,35502.666666666664,28513.666666666668,30022.666666666668,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,20000.0,6106,1880.0,0.0,227000.0,0.0,0.0,7405.0,4512.0,2.1284722222222223,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,37395.2,30809.0,32636.6,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11,0.0,6105,1925.0,0.0,425000.0,3.0,0.0,8276.0,3642.0,3.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,35502.666666666664,28513.666666666668,30022.666666666668,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11,0.0,6112,1951.0,0.0,265000.0,2.0,0.0,8712.0,1810.0,2.0,0.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11,0.0,6112,1950.0,0.0,305000.0,2.0,0.0,12197.0,1984.0,2.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,3000.0,6114,1965.0,0.0,60000.0,1.0,0.0,,546.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,15000.0,6112,1920.0,0.0,137000.0,2.0,1.0,,1419.0,3.0,0.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
10,0.0,6114,1958.0,0.0,65000.0,1.0,0.0,,654.0,1.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11,0.0,6114,1969.0,0.0,350000.0,2.0,0.0,7841.0,2772.0,2.0,2.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3,0.0,6106,1915.0,0.0,440000.0,3.0,0.0,6534.0,5304.0,3.0,3.0,0.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,37395.2,30809.0,32636.6,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11,0.0,6114,1965.0,0.0,57000.0,1.0,0.0,,640.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5,0.0,6112,1922.0,0.0,230000.0,2.0,0.0,7841.0,1728.0,2.0,2.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,19901.0,6106,1921.0,0.0,350000.0,3.0,0.0,6098.0,3804.0,3.0,0.0,0.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,37395.2,30809.0,32636.6,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
9,0.0,6114,1930.0,0.0,280000.0,2.0,0.0,5663.0,1680.0,2.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,0.0,6106,1922.0,0.0,370000.0,3.0,0.0,6970.0,2970.0,3.0,3.0,0.0,6.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,37395.2,30809.0,32636.6,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3,0.0,6105,1920.0,0.0,1200000.0,0.0,0.0,20038.0,32106.0,2.1284722222222223,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,35502.666666666664,28513.666666666668,30022.666666666668,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,0.0,6106,1895.0,0.0,300000.0,3.0,0.0,2178.0,2736.0,3.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,37395.2,30809.0,32636.6,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,0.0,6120,1900.0,0.0,360000.0,2.0,1.0,10019.0,2074.0,3.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,46079.25,37687.25,37739.25,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,0.0,6114,1910.0,0.0,610000.0,6.0,0.0,6534.0,5100.0,6.0,0.0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7,0.0,6114,1988.0,0.0,123000.0,2.0,0.0,,975.0,2.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,0.0,0.0,0.0,2,1,2,2,1,1,1,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7,0.0,6112,1920.0,0.0,325000.0,4.0,0.0,4356.0,4496.0,4.0,0.0,0.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,31.0,2.59,113.1,99.8,122.7,122.3,2,1,3,3,65980.0,56887.0,52522.0,2,1,2,2,1,1,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
