list_date,price_reduced_amount,state,city,postal_code,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,garage,stories,beds,type,brand_name,basement,big_bathroom,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_clubhouse,community_golf,community_gym,community_outdoor_space,community_park,community_security_features,community_spa_or_hot_tub,community_swimming_pool,community_tennis_court,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,elevator,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,fixer_upper,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,gated_community,golf_course,gourmet_kitchen,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,hoa,investment_opportunity,lake,large_kitchen,laundry_room,library,maintenance,master_bedroom,master_suite,medicalcare,modern_kitchen,mountain_view,new_roof,no_hoa,open_floor_plan,open_kitchen,park,pets_allowed,playground,private_backyard,ranch,recreation_facilities,rental_property,river_view,rv_or_boat_parking,security,senior_community,shopping,single_story,solar_system,spa_or_hot_tub,swimming_pool,tennis,trails,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,washer_dryer,water_view,waterfront,agent,mls,has_primary_photo,american_indian_and_alaska_native,asian,black_or_african-american,hispanic_or_latino,white,median_age,male_population,female_population,total_population,number_of_veterans,foreign-born,average_household_size,costoflivingindex2023,costoflivingindexgrocerycostsindex,costoflivingindexhousingcostsindex,costoflivingindexutilitycostsindex,cost_of_living_overall,cost_of_living_grocery,cost_of_living_utility,cost_of_living_housing,Region,Division
11-14-2023,,Rhode Island,Providence,02906,1983.0,0.0,1325000.0,2.0,0.0,7876.0,4952.0,2.0,other,2.0,1.0,2.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
12-08-2023,,Rhode Island,Providence,02903,1856.0,0.0,240000.0,1.0,1.0,,727.0,2.0,condo,0.0,1.0,1.0,condos,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-17-2023,,Rhode Island,Providence,02908,1947.0,0.0,412000.0,1.0,1.0,11326.0,2264.0,2.0,other,2.0,2.0,3.0,single_family,basic_opt_in,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
09-27-2023,,Rhode Island,Providence,02906,1929.0,0.0,2800000.0,3.0,2.0,21366.0,6551.0,5.0,other,2.0,3.0,6.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-16-2023,,Rhode Island,Providence,02904,1920.0,0.0,410000.0,3.0,0.0,3942.0,2546.0,3.0,other,0.0,0.0,5.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
08-23-2023,10000.0,Rhode Island,Providence,02906,1880.0,0.0,485000.0,2.0,0.0,3920.0,1986.0,2.0,other,2.0,0.0,4.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
04-13-2023,,Rhode Island,Providence,02908,1923.0,0.0,235001.0,2.0,0.0,3598.0,1560.0,2.0,other,1.0,2.0,3.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
10-25-2023,50000.0,Rhode Island,Providence,02903,1880.0,0.0,475000.0,3.0,0.0,3049.0,2005.0,3.0,other,2.0,0.0,5.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
01-02-2024,,Rhode Island,Providence,02904,2007.0,0.0,580000.0,3.0,0.0,7118.0,2646.0,3.0,other,0.0,3.0,6.0,multi_family,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-08-2023,,Rhode Island,Providence,02908,1953.0,0.0,265000.0,2.0,0.0,4051.0,2144.0,2.0,other,0.0,1.0,3.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
10-12-2023,,Rhode Island,Providence,02908,1930.0,0.0,430000.0,2.0,0.0,3999.0,1944.0,2.0,other,0.0,2.0,4.0,multi_family,advantage_brand,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-12-2023,,Rhode Island,Providence,02903,1828.0,0.0,260000.0,1.0,0.0,,416.0,1.0,condo,0.0,3.0,1.0,condos,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
05-01-2023,,Rhode Island,Providence,02904,1905.0,0.0,739900.0,2.0,1.0,5227.0,3016.0,3.0,other,0.0,3.0,8.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
09-13-2023,,Rhode Island,Providence,02907,1839.0,0.0,305000.0,1.0,0.0,4639.0,1121.0,1.0,other,0.0,2.0,4.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-07-2023,,Rhode Island,Providence,02908,1930.0,0.0,315000.0,1.0,0.0,3049.0,1440.0,1.0,other,0.0,2.0,3.0,single_family,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-17-2023,,Rhode Island,Providence,02907,1920.0,0.0,320000.0,2.0,0.0,4857.0,2062.0,2.0,other,2.0,2.0,6.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
10-20-2023,,Rhode Island,Providence,02908,1950.0,0.0,599000.0,1.0,1.0,10001.0,2450.0,2.0,other,2.0,2.0,4.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
10-21-2023,,Rhode Island,Providence,02908,1930.0,0.0,340000.0,2.0,0.0,3049.0,2439.0,2.0,other,0.0,2.0,3.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-09-2023,,Rhode Island,Providence,02908,1988.0,0.0,450000.0,2.0,2.0,3485.0,3456.0,4.0,other,0.0,2.0,4.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
09-28-2023,,Rhode Island,Providence,02906,1920.0,0.0,431000.0,2.0,0.0,5000.0,1574.0,2.0,other,1.0,0.0,3.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
12-21-2023,,Rhode Island,Providence,02905,1930.0,0.0,280000.0,1.0,1.0,3202.0,2101.0,2.0,other,5.0,2.0,3.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
12-04-2023,,Rhode Island,Providence,02908,1930.0,0.0,300000.0,1.0,0.0,2853.0,1272.0,1.0,other,1.0,2.0,3.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
09-25-2023,5100.0,Rhode Island,Providence,02905,1920.0,0.0,590000.0,3.0,0.0,3202.0,3201.0,3.0,other,2.0,3.0,6.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-03-2023,,Rhode Island,Providence,02905,1930.0,0.0,345000.0,2.0,0.0,3202.0,1542.0,2.0,other,1.0,2.0,4.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
09-21-2023,,Rhode Island,Providence,02909,1930.0,0.0,425000.0,2.0,0.0,5001.0,1836.0,2.0,other,1.0,2.0,4.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
07-14-2023,,Rhode Island,Providence,02907,1890.0,0.0,371000.0,2.0,0.0,3289.0,,2.0,other,0.0,0.0,4.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
12-02-2023,,Rhode Island,Providence,02907,1894.0,0.0,220000.0,1.0,0.0,6970.0,800.0,1.0,condo,0.0,1.0,2.0,condos,basic_opt_in,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4171.0,13432.0,30638.0,77968.0,97885.0,29.9,89090.0,90114.0,179204.0,4933.0,53532.0,2.719999999999999,110.5,100.5,114.6,109.7,Average,Average,Average,Average,Northeast,New England
11-27-2023,,South Carolina,Columbia,29223,1954.0,0.0,99100.0,1.0,0.0,8712.0,964.0,1.0,other,1.0,1.0,2.0,single_family,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
11-03-2023,2000.0,South Carolina,Columbia,29223,2021.0,0.0,252000.0,2.0,1.0,16117.0,,3.0,other,1.0,2.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
04-05-2023,,South Carolina,Garnett,29201,,0.0,370512.0,0.0,0.0,1045440.0,,0.0,other,0.0,0.0,0.0,land,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
11-04-2023,10000.0,South Carolina,Columbia,29201,1930.0,0.0,150000.0,1.0,0.0,10890.0,1149.0,1.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
10-16-2023,,South Carolina,Columbia,29203,,0.0,54167.0,0.0,0.0,,,0.0,other,0.0,0.0,0.0,single_family,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
11-01-2023,,South Carolina,Columbia,29203,1940.0,0.0,144000.0,1.0,0.0,20038.0,1070.0,1.0,other,0.0,0.0,2.0,single_family,advantage_brand,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
12-20-2023,,South Carolina,Columbia,29201,2007.0,0.0,260000.0,2.0,1.0,43560.0,1504.0,3.0,other,0.0,2.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
11-10-2023,10000.0,South Carolina,Columbia,29223,1993.0,0.0,85000.0,2.0,0.0,76666.0,,2.0,other,0.0,1.0,2.0,mobile,essentials,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
10-21-2023,,South Carolina,Columbia,29210,1974.0,0.0,295000.0,2.0,1.0,16988.0,2370.0,3.0,other,2.0,0.0,4.0,single_family,essentials,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1420.0,3501.0,56398.0,7545.0,73232.0,28.0,67686.0,65707.0,133393.0,5708.0,6074.0,2.32,96.5,100.1,89.4,105.3,Low,Average,Average,Low,South,South Atlantic
